No.,자음그룹,한자,대표훈음,원획수,뜻풀이(원문),자원오행,원본페이지,비고
9354,패,沛,비쏟아질 패,8,"쏟아지다, 내리다, 물리치다. 넘어지다, 늪 패.",水,389,옥편 7획
9355,패,旆,기 패,10,"기, 깃발, 앞장서다. 선구, 드리워진 모양, 깃발 날리다.",土,389,
9356,패,唄,염불소리 패,10,"염불소리, 찬불.",水,389,
9357,"패,발",悖,거스를 패/발,11,"거스르다, 어그러지다, 혼란스럽다. 가리다, 거칠다, 우쩍일어날 발.",火,389,옥편 10획
9358,패,狽,이리 패,11,"이리, 낭패하다, 허둥지둥하다. 낭패할 패.",土,389,옥편 10획
9359,패,珮,찰 패,11,"병이 생기다, 차다, 달다, 지니다 명심하다, 감복하다, 경탄하다.",金,389,옥편 10획
9360,패,敗,패할 패,11,"패하다, 무너지다, 깨뜨리다, 썩다. 떨어지다, 해치다, 부수다.",金,389,
9361,패,浿,강이름 패,11,강 이름. 고을 이름,水,389,옥편 10획
9362,패,牌,패 패,12,"패, 간판, 명찰. 방, 부신, 부절, 포고문.",木,389,
9363,패,稗,피 패,13,"피(볏과의 한해살이 풀) 작다, 잘다.",木,389,
9364,패,霶,비쏟아질 패,15,"비 쏟아지다, 젖다, 큰비.",水,390,
9365,"패,비",霈,한 번에 크게 쏟아지는 비 패,15,"한 번에 크게 쏟아지는 비(폭우, 호우). 문예적, 서술적 표현에서 쓰이는 많은 비가 내림(심한 강우)",水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9366,패,覇,으뜸 패,19,"으뜸, 두목, 으뜸가다. 두목 패.",金,390,
9367,패,霸,으뜸 패,21,"으뜸, 두목, 으뜸가다. 두목 패.",水,390,
9368,팽,伻,부릴 팽,7,하여금. 부릴 팽,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
9369,팽,祊,제사 팽,9,제사. 읍 이름.,木,390,
9370,팽,砰,돌구르는소리 팽,10,"돌 구르는 소리, 물결치는 소리. 성하다.",金,390,
9371,팽,烹,삶을 팽,11,"삶다, 삶아지다, 죽이다, 불리다.",火,390,
9372,"팽,방",彭,성씨 팽/방,12,"부풀어 오르다, 불룩해지다. 곁 방.",火,390,
9373,팽,澎,물소리 팽,16,"물소리, 물결치다, 부풀어오르다. 섬이름, 팽창하다.",水,390,옥편 15획
9374,팽,⿰月彭,부를 팽,18,"(배가)부르다, 부풀다, 불룩하다.",水,390,옥편 16획
9375,팽,螫,방게 팽,18,방게(바위겟과의 하나),水,390,
9376,팽,蟛,방게 팽,18,방게(바위겟과의 하나),水,390,
9377,"팽,게",蟚,작고 민물 팽,18,"작고 민물, 연안에 사는 게의 한 종류(방게). 작은 갑각류로서 지역적으로 불리는 작은 게(연안, 하천 서식 게)",水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9378,팽,膨,부피나 크기가 불어나거나 늘어날 팽,20,"부피나 크기가 불어나거나 늘어나다(부풀다, 팽창하다). 범위, 규모가 확대되거나 증가하다(확장, 증대)",水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9379,퍅,愎,강퍅할 퍅,13,"강퍅하다, 너그럽지 못하다. 어긋나다, 듯지 아니하다.",火,390,옥편 12획
9380,"편,반",片,조각 편/반,4,"조각, 쪼개다. 절반 반.",木,390,
9381,편,扁,두루 편,9,"작다, 좁다, 낮다, 두루, 널리. 잡작하다, 현판, 반신불수의 병",木,390,
9382,"편,변",便,편할 편/변,9,"편하다, 이첨하다, 휴식하다, 익히다. 말잘하다, 똥오줌 변.",火,390,
9383,편,偏,치우칠 편,11,"지추치다, 쏠리다, 기울다, 편향되다. 편중되다, 속이다, 나부끼다.",火,390,
9384,편,匾,납작할 편,11,"납작하다, 낮다, 현판. 성의 하나, 거룻배(돛이 없는 작은 배)","水,木",390,
9385,"편,변",徧,두루미칠 편/변,12,"두루미치다, 두루 다니다. 널리 퍼져 있다, 두루 변.",火,390,
9386,편,惼,편협할 편,13,"편협하다, 조급하다..",火,390,옥편 12획
9387,편,篇,책 편,15,"책, 서책, 완결된 시문. 가볍게 날리는 모양.",木,390,
9388,"편,변",萹,마디풀 편/변,15,"마디풀, 초목이 흔들리는 모양. 마디풀 변.",木,391,옥편 13획
9389,"편,변",褊,좁을 편/변,15,"좁다, 성급하다, 휘날리다. 납작하다, 휘날릴 변.",木,391,옥편 14획
9390,"편,변",編,엮을 편/변,15,"엮다, 지살, 얽다, 매다, 만들다. 조직하다, 편성하다, 땋을 변.",木,391,
9391,편,緶,꿰맬 편,15,꿰매다.,木,391,
9392,편,艑,거룻배 편,15,"거룻배, 큰배.",木,391,
9393,편,翩,나부낄 편,15,"나부끼다, 훌쩍 날다. 오락가락하다.",火,391,
9394,편,蝙,박쥐 편,15,박쥐,水,391,
9395,편,徧,두루 편,16,"두루퍼지다, 널리 퍼져 있다.",土,391,옥편 13획
9396,편,⿰言扁,말잘할 편,16,말 잘하다. 말을 교묘하게 하다.,金,391,
9397,"편,변",諞,말 잘할 편,16,말 잘할 편. 뽐낼 변,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9398,편,鞭,채찍 편,18,"채찍질하다. 매질하다. 채찍, 회초리, 형벌 이름, 대의 뿌리",金,391,
9399,"편,편",騙,속일 편/편,19,"속이다, 기만하다, 사취하다. 뛰어오르다, 말탈 편.",火,391,
9400,"편,변",遍,두루 편,19,두루 편. 두루 변,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9401,"펼,부,포,박",尃,펼 부,10,펼. 펼 부. 퍼질 포. 양하 박,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 1차 음의 뜻풀이 누락으로 타 음(부)의 훈으로 대표훈음 대체"
9402,"펼,리,치",攡,베풀 리,22,펼. 베풀 리(이). 베풀 치,火,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 1차 음의 뜻풀이 누락으로 타 음(리)의 훈으로 대표훈음 대체"
9403,폄,砭,돌침 폄,10,"돌침(돌을 가지고 놓는 침). 경계, 침을 놓다.",金,391,
9404,폄,窆,하관할 폄,10,"하관하다, 구덩이",水,391,
9405,폄,貶,낮출 폄,12,"낮추다, 떨어뜨리다, 물리치다.",金,391,
9406,"평,편",平,평평할 평/편,5,"평평하다, 정리되다, 편안하다. 다스릴 편.",木,391,
9407,평,匉,큰소리 평,7,물소리요란할. 큰소리 평,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
9408,평,坪,들 평,8,"들, 평(지적단위), 평평하다.",土,391,
9409,평,抔,탄핵할 평,9,"탄핵하다, 스치다, 잡아당기다. ~로 하여금, ~로 하게 하다. 쏘다.",木,391,옥편 8획
9410,평,枰,바둑판 평,9,"바둑판, 침상, 걸상. 쌍륙판, 의자.",木,391,
9411,평,怦,곧을 평,9,"곧다, 마음 조급하다, 충직한 모양. 만족하지 않다, 마음에 차지 않다.",火,391,옥편 8획
9412,평,泮,물소리 평,9,물소리. 거센 물결의 모양.,水,391,옥편 8획
9413,평,抨,강하게 비판하거나 공격할 평,10,"강하게 비판하거나 공격하다(탄핵, 비난의 뜻으로 쓰임). 물리적, 언어적으로 타격을 가하다(격렬히 치다, 공격하다)",木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9414,평,泙,흐르는 물이나 잔물결이 만드는 소리 평,10,"흐르는 물이나 잔물결이 만드는 소리(물소리). 물결이 일렁이며 내는 소리나 작용(물결 소리, 물의 움직임)",水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9415,"평,병",苹,개구리밥 평/병,11,"개구리밥, 쑥, 갈대, 부들, 사과. 전차이름 병, 부릴 병.",木,392,옥편 9획
9416,평,評,평할 평,12,"품평하다, 평론하다. 평하다, 벼슬이름, 쟁기(농기구)",金,392,
9417,평,萍,부평초 평,14,"부평초, 떠돌다. 개구리밥(여러해살이 수초)",木,392,옥편 12획
9418,평,鮃,넙치 평,16,"넙치, 가자미, 비목어.",水,392,
9419,평,⿱艹泮,부평초 평,17,"부평초, 개구리밥, 쑥, 비의 신",木,392,옥편 15획
9420,평,蓱,부평초 평,19,부평초(수면에 떠 있는 작은 수초). 萍의 이체자(동일어)ㆍ떠돌이의 비유적 표현,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9421,폐,吠,짖을 폐,7,"(개가)짖다, 욕하다.",水,392,
9422,"폐,패",肺,허파 폐/패,10,"허파, 마음, 충심. 성할 패",水,392,옥편 8획
9423,폐,閉,닫을 폐,11,"닫다, 막다, 가리다, 감추다. 마치다.",木,392,
9424,"폐,비",狴,감옥 폐/비,11,"감옥, 들개. 감옥 비",土,392,옥편 10획
9425,폐,敝,해질 폐,12,"해지다, 깨지다, 버리다, 가리다.",金,392,
9426,폐,廢,폐할 폐,15,"폐하다, 버리다, 그치다, 부서지다. 무너지다, 쇠퇴하다, 버릴 폐.",木,392,
9427,"폐,별",弊,폐단 폐/별,15,"폐단, 부정행위, 해, 폐해, 해지다. 힘쓰는 모양, 끊다, 해질 폐, 닦을 별",木,392,
9428,폐,陛,대궐섬돌 폐,15,"대궐섬돌, 층게, 계급.",土,392,옥편 10획
9429,폐,嬖,사랑할 폐,16,"사랑하다, 귀여움받다, 친숙해지다.",土,392,
9430,폐,獘,넘어질 폐,16,"넘어지다, 해어지다, 곤하다. 짐승이름 폐.",土,392,
9431,폐,癈,폐질 폐,17,"폐질, 고질병, 버리다, 폐기하다.",水,392,
9432,폐,斃,죽을 폐,18,"죽다, 넘어져 죽다, 자빠지다. 엎어지다.",金,392,
9433,"폐,별",蔽,덮을 폐/별,18,"덮다, 가리다, 총괄하다, 판단하다. 이르다, 도달하다, 해지다, 닦을 별.",木,392,옥편 16획
9434,"포,보",布,베 포/보,5,"베, 조세, 펴다, 베풀다, 걸쳐놓다. 벌여놓다, 전파되다, 펼 포, 보시 보",木,392,
9435,포,包,쌀 포,5,"싸다, 감싸다, 용납하다, 아우르다. 너그럽게 받아들이다, 꾸러미 포.",金,393,
9436,포,佈,펄 포,7,"펴다, 널리 알리다, 두려워하다. 무서워하다.",火,393,
9437,포,抛,던질 포,8,"던지다, 버리다, 내던지다. 내버리다.",木,393,옥편 7획
9438,포,抱,안을 포,8,"안다, 품다, 둘러싸다, 가지다. 지키다, 받들다, 던지다, 버리다.",木,393,옥편 7획
9439,포,庖,부엌 포,8,"부엌, 음식, 요리인, 성의 하나. 복희씨(중국 고대 전설상의 제왕)",木,393,
9440,포,咆,고함지를 포,8,"고함지르다, 성을 불끈내다. 으르렁거리다, 불끈 성내는 모양.",水,393,
9441,포,抱,안을 포,9,"안다, 품다, 둘러싸다, 손에 넣다. 지키다, 받들다, 던지다. 던질 포.",木,393,옥편 8획
9442,포,怖,두려워할 포,9,"두려워하다, 두렵다, 놀라게 하다. 위협하다.",火,393,옥편 8획
9443,포,炰,용맹스러울 포,9,"통째로 굽다, 대단하다, 거칠다. 용맹스럽다.",火,393,
9444,포,炮,통째로구울 포,9,"통째로 굽다, 터지다. 제사, 부엌, 주방, 대포.",火,393,
9445,포,拋,던질 포,9,"던지다, 버리다, 戰車",木,393,옥편 8획
9446,포,匍,길 포,9,"기다, 기어가다, 갈다, 문지르다. 힘을 다하다.",金,393,
9447,포,泡,거품 포,9,"거품, 왕성하다, 성하다.",水,393,옥편 8획
9448,포,砲,대포 포,10,대포. 포로 공격하다.,金,393,
9449,포,哺,먹일 포,10,"먹이다, 먹여 기르다. 씹어먹다, 음식물, 어린아이의 병명",水,393,
9450,포,圃,채마밭 포,10,"채마밭, 채소밭, 농사일, 들, 들판. 정원, 뜰, 넓다, 크다.",水,393,
9451,포,疱,물집 포,10,"물집, 천연두, 부르트다.",水,393,
9452,포,捕,잡을 포,11,"잡다, 붙잡다, 구하다, 찾다. 사로잡다.",木,393,옥편 10획
9453,포,苞,쌀 포,11,"싸다, 우거지다, 무성하다, 근본. 꽃망울, 꽃봉오리, 덤불, 풀 이름.",木,393,옥편 9획
9454,포,袍,도포 포,11,"도포, 즐기다, 좋아하다, 탐하다. 속옷, 품다.",木,393,옥편 10획
9455,포,晡,신시 포,11,"신시, 저녁나절, 해질 무렵",火,393,
9456,포,匏,박 포,11,"박, 바가지. 별 이름, 악기 이름, 팔음의 하나.",金,394,
9457,포,胞,세포 포,11,"(발을)구부리다, 세포, 자궁, 친형제. 동기, 여드름 포",水,394,옥편 9획
9458,포,浦,바닷가 포,11,"개, 물가, 바닷가, 수면, 흐르다.",水,394,옥편 10획
9459,포,鉋,대패 포,13,"대패, 발굴하다, 파다.",金,394,
9460,"포,보",脯,포 포/보,13,"포, 말린 과실. 회식할 보.",水,394,옥편 11획
9461,포,逋,도망갈 포,14,"도망가다, 달아나다, 체납하다. 체포하다.",土,394,옥편 11획
9462,포,誧,도울 포,14,"돕다, 말이 크다, 간하다, 꾀하다.",金,394,
9463,포,鞄,혁공 포,14,혁공(가죽 다루는 장인) 북채.,金,394,
9464,포,飽,배부를 포,14,"배부르다, 충실하다, 가득차다. 만족하다, 착복하다.",水,394,
9465,포,葡,포도 포,15,포도나무. 포도.,木,394,옥편 13획
9466,"포,부",褒,기릴 포/부,15,"기리다, 칭찬하다, 크다, 넓다. 모으다, 모을 부.",木,394,
9467,"포,폭,박",暴,"사나울 포/폭,박",15,"사납다, 난폭하다, 해치다, 모질다. 사나울 폭, 찔 폭, 앙상할 박.",火,394,
9468,포,鋪,펼 포,15,"펴다, 늘어놓다, 두루미치다, 베풀다. 퍼지다, 얇다, 가게 포.",金,394,
9469,포,蒲,부들 포,16,"부들(여러해살이 풀), 창포. 노릉, 냇버들, 부들자리, 초가.",木,394,옥편 14획
9470,포,鮑,절인물고기 포,16,"절인 물고기, 전복, 갖바치.",水,394,
9471,포,餔,저녁밥 포,16,저녁밥(밤에 먹는 끼니). 간단히 끼니를 때우는 음식이나 식사,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9472,포,儤,번설 포,17,"번서다, 도임하다, 넘다.",火,394,
9473,"포,폭,박",曓,"사나울 포/폭,박",17,"사납다, 난폭하다, 해치다, 모질다. 사나울 폭, 찔 폭, 앙상할 박.",火,394,
9474,"포,부",鯆,돌고래 포/부,18,돌고래.,水,394,
9475,"폭,핍,복",幅,"폭 폭/핍,복",12,"폭, 가장자리. 행전 핍, 두건 복.",木,394,
9476,"폭,포,박",暴,"사나울 폭/포,박",15,"사납다, 난폭하다, 해치다, 모질다. 찔 폭, 사나울 포, 앙상할 박.",火,394,
9477,"폭,복,부",輻,"바퀴살 폭/복,부",16,"바퀴살, 바퀴, 몰려들다. 다투어 모이다, 바퀴살 복, 몰려들 부.",火,395,
9478,"폭,박",爆,불터질 폭/박,19,"불 터지다, 폭발하다, 사르다. 지질 박.",火,395,
9479,"폭,포,박",曝,"사나울 폭/포,박",19,"사납다, 난폭하다, 해치다, 모질다. 찔 폭, 사나울 포, 앙상할 박.",火,395,
9480,"폭,포,팍",瀑,"폭포 폭/포,팍",19,"폭포. 소나기 포, 용솟음칠 팍",水,395,옥편 18획
9481,"표,작",杓,북두자루 표/작,7,"당기다, 매다, 치다, 때리다. 구기 작.",木,395,
9482,표,表,겉 표,9,"겉, 가죽, 모범, 규범, 표지. 시계 표.",木,395,옥편 8획
9483,"표,삼",髟,늘어질 표/삼,10,늘어지다. 처마 삼.,火,395,
9484,표,俵,나누어줄 표,10,"나누어 주다, 헤치다.",火,395,
9485,표,豹,표범 표,10,표범.,水,395,
9486,표,票,표 표,11,"표, 지폐.",火,395,
9487,표,彪,범 표,11,"범, 빛나다, 선명하다, 밝히다.",火,395,
9488,표,殍,주려죽을 표,11,"주려죽다, 굶주려 죽다.",水,395,
9489,표,儦,날랠 표,13,"날래다, 재빠르다, 경솔하다. 가벼울 표",火,395,
9490,표,勡,으를 표,13,"으르다, 겁박하다, 위협하다.",土,395,
9491,표,剽,겁박할 표,13,"겁박하다, 위협하다, 협박하다. 사납다, 거칠다, 찌르다, 훔치다.",金,395,
9492,표,裱,목도리 표,14,목도리,木,395,옥편 13획
9493,표,嫖,날랠 표,14,"날래다, 재빠르다, 음탕하다. 음탕할 표.",土,395,
9494,표,嘌,빠를 표,14,"빠르다, 어지럽다, 흔들리다.",水,395,
9495,표,摽,칠 표,15,"치다, 떨어지다, 손짓하다, 버리다.",木,395,옥편 14획
9496,표,標,표할 표,15,"표하다, 나타내다, 기록하다.",木,395,
9497,표,慓,급할 표,15,"급하다. 날래다, 재빠르다, 용맹하다.",火,396,옥편 14획
9498,표,熛,불똥 표,15,"불똥, 폭풍, 번쩍이다, 빠르다.",火,396,
9499,표,漂,떠다닐 표,15,"떠다니다, 떠내려가다, 띄우다. 유랑하다, 나부끼다. 서를하다.",水,396,옥편 14획
9500,표,諘,칭찬할 표,15,칭찬할. 칭찬할 표,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
9501,표,瓢,바가지 표,16,"바가지, 표주박, 박.",木,396,
9502,표,縹,휘날릴 표,17,"휘날리다, 나부끼다, 아득하다. 옥색 표.",木,396,
9503,표,⿰耳票,들을 표,17,듣다.,火,396,
9504,표,䏇,겨우 들을 표,17,표. 겨우 들을 표,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9505,표,翲,나는 모양 표,17,높이날. 나는 모양 표,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
9506,표,鏢,칼집끝장식 표,19,칼집 끝 장식.,金,396,
9507,표,飄,나부낄 표,20,"나부끼다, 빠르다, 방랑하다. 떨어지다.",木,396,
9508,표,猋,폭풍 표,21,"폭풍, 회오리 바람, 광풍. 폭풍 불어 올리다.",木,396,
9509,표,飇,폭풍 표,21,"폭풍, 회오리 바람, 광풍. 폭풍 불어 올리다.",木,396,
9510,표,驫,날랜말 표,21,"황부루(누런 바탕에 흰빛이 섞인 말) 빠르다, 굳세다, 날래다.",火,396,
9511,표,飆,세찬 바람 표,21,"세찬 바람, 폭풍(매우 빠르고 거센 바람). 거세고 급속한 기세(강한 기운이나 격렬한 움직임)",木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9512,표,驃,용맹한 군마 표,21,용맹한 군마(달음박질이 빠르고 힘센 말). 기개 있고 민첩한 성질(준엄하고 민첩함),火,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9513,표,鰊,부레 표,22,"끓다, 부레.",水,396,
9514,표,鰾,부레 표,22,부레(물고기의 공기주머니). 부풀어 오른 것(공기나 가스로 부풀어 오름),水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9515,표,鑮,재갈 표,23,"재갈. 풀걸. 성한 모양, 성하다.",金,396,
9516,표,鑣,재갈 표,23,"재갈, 말의 입에 대는 장구류(마구의 일부). 말의 장식이나 마구의 구성요소(굴레, 고삐 관련 부속)",水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9517,"풀,문",芠,범의귀 문,9,풀. 범의귀 문,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 1차 음의 뜻풀이 누락으로 타 음(문)의 훈으로 대표훈음 대체"
9518,품,品,물건 품,9,"물건, 물품, 등급, 차별, 품격.",水,396,
9519,"품,름,늠",稟,"여쭐 품/름,늠",13,"여쭈다, 아뢰다, 보고하다, 주다. 받다, 심가다, 곳집 름, 곳집 늠.",木,396,
9520,풍,風,바람 풍,9,"바람, 가르침, 풍속, 경치, 경관. 기질, 기세.",木,396,
9521,"풍,빙",馮,성씨 풍/빙,12,"업신여기다, 기대다, 성내다. 업신여길 빙.",火,396,
9522,풍,楓,단풍 풍,13,단풍나무.,木,396,
9523,"풍,례,예",豊,"풍년 풍/례,예",13,"풍년, 무성하다, 부들 풍. 예도 례(예), 굽높은 그릿 례(예)",木,396,
9524,풍,瘋,미칠 풍,14,"미치다, 발작적으로 정신이상 상태에 이르다(광기). 광기, 광렬한 상태(지나친 집착, 흥분)",水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9525,풍,諷,풍자할 풍,16,"풍자하다, 변죽을 올리다, 알리다. 암송하다.",金,396,
9526,풍,豐,풍년 풍,18,"풍년, 풍년들다, 무성하다. 부들 풍.",木,397,
9527,피,皮,가죽 피,5,"가죽, 벗기다, 떨어지다, 뻔뻔하다.",金,397,
9528,피,彼,저 피,8,"저, 그, 저쪽, 덮다, 아니다.",火,397,
9529,피,披,헤칠 피,9,"헤치다, 풀다, 개척하다, 나누다. 쪼개다, 찢다, 걸치다.",木,397,옥편 8획
9530,피,疲,피곤할 피,10,"피곤하다, 고달프다, 느른하다. 게으르다, 야위다, 늙다.",水,397,
9531,피,被,입을 피,11,"입다, 당하다, 씌우다, 닿다. 더하다, 베풀다, 받다.",木,397,옥편 10획
9532,피,詖,치우칠 피,12,"치우치다, 교활하다, 비뚤어지다. 아첨하다.",金,397,
9533,"피,파",陂,방죽 피/파,13,"방죽, 연못, 간사하다, 기울어지다. 비탈지다, 비탈 파.",土,397,옥편 8획
9534,피,鞁,가슴걸이 피,14,"가슴걸이, 고삐.",金,397,
9535,피,髲,다리 피,15,가발.,火,397,
9536,피,廥,여물광 괴,16,"여물광, 곳간, 곡식 창고, 저장하다",木,48,
9537,피,避,피할 피,20,"피하다, 면하다, 회피하다. 떠나다, 물러나다, 감추다.",土,397,옥편 17획
9538,픽,腷,답답할 픽,15,"답답하다, 울적하다.",水,397,옥편 13획
9539,"필,목,비",匹,"짝 필/목,비",4,"짝, 배우자, 상대, 혼자, 벗. 천한사람, 필, 집오리 목, 비유할 비","水,土",397,
9540,필,必,반드시 필,5,"반드시, 틀림없디, 가벼이. 이루어 내다.",火,397,
9541,"필,소,아",疋,"짝 필/소,아",5,"짝, 배필, 홀, 하나, 배우자. 필(피륙을 세는 단위), 엇비슷하다.",土,397,
9542,필,佖,점잖을 필,7,"점잖다, 위엄이 있다, 견주다. 가득하다.",火,397,
9543,필,咇,향내날 필,8,"향내나다, 말 명확하지 않다.",水,397,
9544,필,妼,엄전할 필,8,계집엄전할. 엄전할 필,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
9545,"필,비",泌,스며흐를 필/비,9,"스며흐르다, 물결 부딫치다. 분비할 비.",水,397,옥편 8획
9546,필,珌,칼집장식 필,10,칼집 장식.,金,397,옥편 9획
9547,"필,별",苾,향기로울 필/별,11,향기롭다.,木,397,옥편 9획
9548,필,畢,마칠 필,11,"마치다, 완성하다, 드리다, 빠르다.",木,398,
9549,필,邲,땅 이름 필,11,땅이름. 땅 이름 필,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
9550,필,筆,붓 필,12,"붓, 글씨, 필기구, 필법, 가필. 획수, 글자를 쓰다, 글을 짓다.",木,398,
9551,필,弼,도울 필,12,"돕다, 보필하다, 바루다, 돕는 사람.",金,398,
9552,"필,혁",⿰氵聿,샘솟을 필/혁,12,샘이 용솟다. 붓도랑 혁.,水,398,
9553,"필,피,슬",鉍,"창자루 필/피,슬",13,"창자루. 밉게 볼 피, 거문고 슬.",金,398,
9554,"필,혁",㳼,샘 용솟을 필,13,필. 샘 용솟을 필. 봇도랑 혁,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9555,필,馥,좋은향내가날 필,14,좋은 향내가 나다. 향기롭다.,木,398,
9556,필,馝,좋은 향내가 날 필,14,좋은 향내가 날 필. 좋은 향내 날 필,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9557,필,熚,불 활활 탈 필,14,불활활탈. 불 활활 탈 필,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
9558,필,駜,살찔 필,15,"살찌다, 굳세다.",火,398,
9559,필,韴,다할 필,15,다하다. 볼 모양.,金,398,
9560,필,潷,용솟음할 필,15,용솟음하다.,水,398,옥편 14획
9561,필,㪤,다할 필,15,필. 다할 필,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9562,필,觱,악기이름 필,16,"악기 이름. 작은 도끼, 쌀쌀하다. 용솟음치다, 비녀장.",木,398,
9563,필,滭,솟구칠 필,16,"솟구치다, 거세게 흐르다(물이나 감정 등이 격렬히 일어남). 폭발적으로 일어나다, 격동하다(활동이나 운동이 활발함)",水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9564,필,蓽,콩 필,17,"콩, 가시, 식물의 가시. 사립문",木,398,옥편 15획
9565,필,篳,사립짝 필,17,"사립짝, 울타리. 악기 이름.",木,398,
9566,필,罼,족대 필,17,"달리다, 몰아 달리다. 족대(물고기 잡는 기구), 토끼그물",木,398,옥편 16획
9567,필,踣,벽제할 필,18,"벽제하다, 길 치우다.",土,398,
9568,"필,비",蹕,벽제할 필,18,벽제할 필. 한 발로 설 비,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9569,"필,비",鵯,직박구리 필/비,19,직박구리. 떼까마귀. 직박구리 비.,火,398,
9570,필,韠,슬갑 필,20,"슬갑, 폐슬.",金,398,
9571,필,韡,슬갑 필,20,"슬갑, 칼집.",金,398,
9572,"필,병",鞸,슬갑 필,20,슬갑 필. 칼집 병,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9573,핍,乏,모자랄 핍,5,"모자라다, 결핍되다, 부족하다. 가난하다, 떨어지다, 폐하다.",金,398,
9574,"핍,복",偪,핍박할 핍/복,11,"핍박하다, 강박하다, 접근하다. 나라이름 복.",火,398,
9575,핍,逼,핍박할 핍,16,"핍박하다, 닥치다, 가까이 하다. 몰다, 좁아지다.",土,398,옥편 13획
9576,하,下,아래 하,3,"아래, 뒤, 끝, 임금, 귀인의 거처. 아랫사람, 천한사람, 하급, 열등.","木,水",399,
9577,하,何,어찌 하,7,"어지, 잠시, 꾸짖다, 받다, 당하다. 꾸짖을 하, 멜 하.",火,399,
9578,"하,아",呀,높이솟을 하/아,7,"입을 딱 벌리다, 높이 솟다, 횡하다. 입 딱 벌릴 아.",水,399,
9579,"하,아",岈,산골휑할 하/아,7,"산골 휑하다, 깊다. 산이름 아.",土,399,
9580,"하,나,타",拘,"지휘할 하/나,타",9,"지휘하다, 체포하다. 체포할 나, 멜 타.",木,399,옥편 8획
9581,"하,시",昰,여름 하/시,9,"여름. 이 시, 옳을 시.",火,399,
9582,"하,가",呵,껄껄웃을 하/가,9,"껄껄 웃다, 크게 웃다. 숨을 내쉴 가.",金,399,
9583,하,河,물 하,9,"물, 운하, 메다, 짊어지다.",水,399,옥편 8획
9584,"하,가",㰤,웃음소리 하,9,하. 웃음소리 하. 껄껄 웃을 가,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9585,"하,가",夏,여름 하/가,10,여름. 개오동나무 가.,土,399,
9586,하,哬,꾸짖을 하,10,소리. 꾸짖을 하,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
9587,하,廈,큰집 하,12,"큰 집, 문간방",木,399,
9588,하,賀,하례할 하,12,"하례하다, 가상하다, 더하다. 위로하다, 메다, 지다, 보태다.",金,399,
